locus	cds_index	gene	product	length_aa
KL759_SAMEA34808	9	?	hypothetical protein	324
KL759_SAMEA34808	10	?	hypothetical protein	382
KL759_SAMEA34808	11	atr19	Serine acetyltransferase	178
KL759_SAMEA34808	12	?	hypothetical protein	336
KL759_SAMEA34808	13	rmlA	Glucose-1-phosphate thymidylyltransferase 2	290
KL759_SAMEA34808	14	?	hypothetical protein	490
KL759_SAMEA34808	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL760_SAMEA20514	0	?	hypothetical protein	57
KL760_SAMEA20514	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL760_SAMEA20514	2	gtr36	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	380
KL760_SAMEA20514	3	atr8	Acyltransferase family protein	324
KL760_SAMEA20514	4	wzy_KL10	O-Antigen ligase	425
KL760_SAMEA20514	5	ghl8	Cellulase (glycosyl hydrolase family 5)	337
KL760_SAMEA20514	6	gtr35	D-inositol 3-phosphate glycosyltransferase	382
KL760_SAMEA20514	7	gtr34	Putative glycosyltransferase	406
KL760_SAMEA20514	8	wzx_KL10	flippase	500
KL760_SAMEA20514	9	gtr33	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	389
KL760_SAMEA20514	10	gtr32	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	377
KL760_SAMEA20514	11	wbaP3	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase	475
KL760_SAMEA20514	12	wzc	tyrosine-protein kinase	719
KL760_SAMEA20514	13	wzb	protein tyrosine phosphatase	144
KL760_SAMEA20514	14	wza	putative capsule polysaccharide export protein	378
KL760_SAMEA20514	15	wzi	surface assembly of capsule	471
KL760_SAMEA20514	16	?	hypothetical protein	139
KL760_SAMEA20514	17	galF	UDP-glucose pyrophosphorylase	296
KL761_SAMN075697	0	galF	UDP-glucose pyrophosphorylase	175
KL761_SAMN075697	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL761_SAMN075697	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL761_SAMN075697	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL761_SAMN075697	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL761_SAMN075697	5	?	hypothetical protein	324
KL761_SAMN075697	6	?	hypothetical protein	257
KL761_SAMN075697	7	?	hypothetical protein	359
KL761_SAMN075697	8	?	hypothetical protein	437
KL761_SAMN075697	9	?	hypothetical protein	274
KL761_SAMN075697	10	rmlB_2	dTDP-glucose 4,6-dehydratase 2	338
KL761_SAMN075697	11	?	hypothetical protein	427
KL761_SAMN075697	12	?	hypothetical protein	333
KL761_SAMN075697	13	wbaP44	undecaprenolphosphate hexose-1-P transferase	556
KL761_SAMN075697	14	gnd	gluconate-6-phosphate dehydrogenase	167
KL762_SAMN090834	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL762_SAMN090834	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL762_SAMN090834	2	gtr420	glycosyltransferase	370
KL762_SAMN090834	3	gtr71	Glycosyl transferase family 2	289
KL762_SAMN090834	4	gtr529	polysaccharide biosynthesis protein	360
KL762_SAMN090834	5	?	hypothetical protein	388
KL762_SAMN090834	6	wzx_KL178	flippase	406
KL762_SAMN090834	7	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL762_SAMN090834	8	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL762_SAMN090834	9	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL762_SAMN090834	10	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL762_SAMN090834	11	?	hypothetical protein	628
KL762_SAMN090834	12	?	hypothetical protein	186
KL762_SAMN090834	13	?	hypothetical protein	347
KL762_SAMN090834	14	?	hypothetical protein	314
KL762_SAMN090834	15	galF	UDP-glucose pyrophosphorylase	298
KL762_SAMN090834	16	?	hypothetical protein	105
KL763_SAMD000159	0	ugd1	UDP-glucose 6-dehydrogenase	97
KL763_SAMD000159	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL763_SAMD000159	2	?	hypothetical protein	387
KL763_SAMD000159	3	gtr286	glycosyl transferase	293
KL763_SAMD000159	4	?	hypothetical protein	503
KL763_SAMD000159	5	?	hypothetical protein	130
KL763_SAMD000159	6	gtr389	glycosyltransferase	268
KL763_SAMD000159	7	?	hypothetical protein	333
KL763_SAMD000159	8	?	hypothetical protein	347
KL763_SAMD000159	9	?	hypothetical protein	194
KL763_SAMD000159	10	?	hypothetical protein	289
KL763_SAMD000159	11	?	hypothetical protein	341
KL763_SAMD000159	12	?	hypothetical protein	249
KL763_SAMD000159	13	?	hypothetical protein	266
KL763_SAMD000159	14	?	hypothetical protein	234
KL763_SAMD000159	15	?	hypothetical protein	512
KL763_SAMD000159	16	?	hypothetical protein	124
KL763_SAMD000159	17	?	hypothetical protein	256
KL763_SAMD000159	18	galF	UDP-glucose pyrophosphorylase	297
KL763_SAMD000159	19	?	hypothetical protein	119
KL764_SAMN219240	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL764_SAMN219240	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL764_SAMN219240	2	gtr420	glycosyltransferase	370
KL764_SAMN219240	3	gtr71	Glycosyl transferase family 2	289
KL764_SAMN219240	4	gtr124	polysaccharide biosynthesis protein	362
KL764_SAMN219240	5	?	hypothetical protein	388
KL764_SAMN219240	6	wzx_KL178	flippase	380
KL764_SAMN219240	7	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL764_SAMN219240	8	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL764_SAMN219240	9	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL764_SAMN219240	10	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL764_SAMN219240	11	?	hypothetical protein	628
KL764_SAMN219240	12	?	hypothetical protein	186
KL764_SAMN219240	13	?	hypothetical protein	347
KL764_SAMN219240	14	?	hypothetical protein	314
KL764_SAMN219240	15	galF	UDP-glucose pyrophosphorylase	298
KL764_SAMN219240	16	?	hypothetical protein	105
KL765_SAMN114201	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL765_SAMN114201	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL765_SAMN114201	2	?	hypothetical protein	542
KL765_SAMN114201	3	?	hypothetical protein	100
KL765_SAMN114201	4	?	hypothetical protein	155
KL765_SAMN114201	5	?	hypothetical protein	40
KL765_SAMN114201	6	?	hypothetical protein	100
KL765_SAMN114201	7	?	hypothetical protein	184
KL765_SAMN114201	8	gtr63	glycosyl transferase	358
KL765_SAMN114201	9	gtr410	rhamnosyl transferase	295
KL765_SAMN114201	10	?	hypothetical protein	320
KL765_SAMN114201	11	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	185
KL765_SAMN114201	12	?	hypothetical protein	349
KL765_SAMN114201	13	?	hypothetical protein	420
KL765_SAMN114201	14	?	hypothetical protein	368
KL765_SAMN114201	15	atr9	Streptogramin A acetyltransferase	155
KL765_SAMN114201	16	?	hypothetical protein	120
KL765_SAMN114201	17	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL765_SAMN114201	18	galF	UDP-glucose pyrophosphorylase	297
KL765_SAMN114201	19	?	hypothetical protein	107
KL766_SAMN129099	0	ugd1	UDP-glucose 6-dehydrogenase	83
KL766_SAMN129099	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL766_SAMN129099	2	?	hypothetical protein	134
KL766_SAMN129099	3	?	hypothetical protein	416
KL766_SAMN129099	4	?	hypothetical protein	377
KL766_SAMN129099	5	?	hypothetical protein	295
KL766_SAMN129099	6	?	hypothetical protein	345
KL766_SAMN129099	7	?	hypothetical protein	374
KL766_SAMN129099	8	?	hypothetical protein	399
KL766_SAMN129099	9	?	hypothetical protein	384
KL766_SAMN129099	10	?	hypothetical protein	433
KL766_SAMN129099	11	?	hypothetical protein	341
KL766_SAMN129099	12	?	hypothetical protein	402
KL766_SAMN129099	13	?	hypothetical protein	426
KL766_SAMN129099	14	galF	UDP-glucose pyrophosphorylase	297
KL766_SAMN129099	15	?	hypothetical protein	107
KL767_SAMN195733	0	gnd	gluconate-6-phosphate dehydrogenase	468
KL767_SAMN195733	1	ugd1	UDP-glucose 6-dehydrogenase	388
KL767_SAMN195733	2	?	hypothetical protein	326
KL767_SAMN195733	3	?	hypothetical protein	203
KL767_SAMN195733	4	?	hypothetical protein	258
KL767_SAMN195733	5	?	hypothetical protein	245
KL767_SAMN195733	6	?	hypothetical protein	196
KL767_SAMN195733	7	?	hypothetical protein	355
KL767_SAMN195733	8	?	hypothetical protein	356
KL767_SAMN195733	9	?	hypothetical protein	432
KL767_SAMN195733	10	?	hypothetical protein	299
KL767_SAMN195733	11	?	hypothetical protein	83
KL767_SAMN195733	12	?	hypothetical protein	84
KL767_SAMN195733	13	?	hypothetical protein	274
KL767_SAMN195733	14	?	hypothetical protein	316
KL767_SAMN195733	15	?	hypothetical protein	452
KL767_SAMN195733	16	?	hypothetical protein	275
KL767_SAMN195733	17	?	hypothetical protein	61
KL767_SAMN195733	18	?	hypothetical protein	75
KL767_SAMN195733	19	?	hypothetical protein	475
KL767_SAMN195733	20	?	hypothetical protein	388
KL767_SAMN195733	21	?	hypothetical protein	157
KL767_SAMN195733	22	?	hypothetical protein	352
KL767_SAMN195733	23	?	hypothetical protein	109
KL767_SAMN195733	24	?	hypothetical protein	74
KL767_SAMN195733	25	?	hypothetical protein	64
KL767_SAMN195733	26	?	hypothetical protein	87
KL767_SAMN195733	27	?	hypothetical protein	122
KL767_SAMN195733	28	?	hypothetical protein	73
KL767_SAMN195733	29	?	hypothetical protein	158
KL767_SAMN195733	30	?	hypothetical protein	159
KL767_SAMN195733	31	?	hypothetical protein	273
KL767_SAMN195733	32	?	hypothetical protein	136
KL767_SAMN195733	33	?	hypothetical protein	89
KL767_SAMN195733	34	?	hypothetical protein	91
KL767_SAMN195733	35	?	hypothetical protein	125
KL767_SAMN195733	36	galF	UDP-glucose pyrophosphorylase	298
KL767_SAMN195733	37	?	hypothetical protein	85
KL768_SAMN277389	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL768_SAMN277389	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL768_SAMN277389	2	?	hypothetical protein	542
KL768_SAMN277389	3	?	hypothetical protein	378
KL768_SAMN277389	4	gtr63	glycosyl transferase	358
KL768_SAMN277389	5	gtr410	rhamnosyl transferase	295
KL768_SAMN277389	6	?	hypothetical protein	320
KL768_SAMN277389	7	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	185
KL768_SAMN277389	8	?	hypothetical protein	349
KL768_SAMN277389	9	?	hypothetical protein	420
KL768_SAMN277389	10	?	hypothetical protein	368
KL768_SAMN277389	11	atr9	Streptogramin A acetyltransferase	155
KL768_SAMN277389	12	rmlD	dTDP-4-dehydrorhamnose reductase	322
KL768_SAMN277389	13	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL768_SAMN277389	14	?	hypothetical protein	81
KL768_SAMN277389	15	galF	UDP-glucose pyrophosphorylase	297
KL768_SAMN277389	16	?	hypothetical protein	107
KL769_SAMN286679	0	ugd1	UDP-glucose 6-dehydrogenase	82
KL769_SAMN286679	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL769_SAMN286679	2	?	hypothetical protein	261
KL769_SAMN286679	3	?	hypothetical protein	97
KL769_SAMN286679	4	?	hypothetical protein	91
KL769_SAMN286679	5	?	hypothetical protein	52
KL769_SAMN286679	6	?	hypothetical protein	368
KL769_SAMN286679	7	?	hypothetical protein	380
KL769_SAMN286679	8	rmlB	dTDP-glucose 4,6-dehydratase 2	298
KL769_SAMN286679	9	gmd	GDP-D-mannose dehydratase	346
KL769_SAMN286679	10	?	hypothetical protein	1241
KL769_SAMN286679	11	?	hypothetical protein	496
KL769_SAMN286679	12	?	hypothetical protein	408
KL769_SAMN286679	13	?	hypothetical protein	264
KL769_SAMN286679	14	manB	phosphomannomutase	478
KL769_SAMN286679	15	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	471
KL769_SAMN286679	16	galF	UDP-glucose pyrophosphorylase	296
KL769_SAMN286679	17	?	hypothetical protein	107
KL770_SAMN181405	0	ugd1	UDP-glucose 6-dehydrogenase	83
KL770_SAMN181405	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL770_SAMN181405	2	manB	phosphomannomutase	456
KL770_SAMN181405	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	472
KL770_SAMN181405	4	?	hypothetical protein	270
KL770_SAMN181405	5	?	hypothetical protein	348
KL770_SAMN181405	6	?	hypothetical protein	357
KL770_SAMN181405	7	?	hypothetical protein	413
KL770_SAMN181405	8	?	hypothetical protein	421
KL770_SAMN181405	9	?	hypothetical protein	367
KL770_SAMN181405	10	atr25	Maltose O-acetyltransferase	153
KL770_SAMN181405	11	?	hypothetical protein	131
KL770_SAMN181405	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL770_SAMN181405	13	rmlB	dTDP-glucose 4,6-dehydratase 2	357
KL770_SAMN181405	14	galF	UDP-glucose pyrophosphorylase	297
KL770_SAMN181405	15	?	hypothetical protein	110
KL771_SAMEA10420	0	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	92
KL771_SAMEA10420	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL771_SAMEA10420	2	wzx_KL135	flippase	478
KL771_SAMEA10420	3	wzy_KL135	O-antigen and lipid-linked capsular repeat unit polymerase	377
KL771_SAMEA10420	4	gtr424	glycosyltransferase	278
KL771_SAMEA10420	5	ghl101	Pectate lyase superfamily protein	393
KL771_SAMEA10420	6	gtr423	glycosyltransferase	389
KL771_SAMEA10420	7	gtr422	putative glycosyltransferase	362
KL771_SAMEA10420	8	gtr421	putative rhamnosyltransferase	302
KL771_SAMEA10420	9	wbaP14	undecaprenolphosphate hexose-1-P transferase	475
KL771_SAMEA10420	10	wzc	tyrosine-protein kinase	721
KL771_SAMEA10420	11	wzb	protein tyrosine phosphatase	144
KL771_SAMEA10420	12	wza	putative capsule polysaccharide export protein	378
KL771_SAMEA10420	13	wzi	surface assembly of capsule	477
KL771_SAMEA10420	14	cpsACP	acid phosphatase homologue	209
KL771_SAMEA10420	15	galF	UDP-glucose pyrophosphorylase	298
KL772_SAMN303254	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL772_SAMN303254	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL772_SAMN303254	2	?	hypothetical protein	72
KL772_SAMN303254	3	?	hypothetical protein	120
KL772_SAMN303254	4	?	hypothetical protein	342
KL772_SAMN303254	5	?	hypothetical protein	258
KL772_SAMN303254	6	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	178
KL772_SAMN303254	7	?	hypothetical protein	387
KL772_SAMN303254	8	gtr389	glycosyltransferase	266
KL772_SAMN303254	9	?	hypothetical protein	372
KL772_SAMN303254	10	glf	UDP-galactopyranose mutase	367
KL772_SAMN303254	11	wzx_KL184	flippase	411
KL772_SAMN303254	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	289
KL772_SAMN303254	13	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL772_SAMN303254	14	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL772_SAMN303254	15	galF	UDP-glucose pyrophosphorylase	297
KL772_SAMN303254	16	?	hypothetical protein	107
KL773_SAMN088234	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL773_SAMN088234	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL773_SAMN088234	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL773_SAMN088234	3	?	hypothetical protein	477
KL773_SAMN088234	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL773_SAMN088234	5	gtr121	hypothetical protein	314
KL773_SAMN088234	6	gtr331	glycosyl transferase family 1	353
KL773_SAMN088234	7	?	hypothetical protein	333
KL773_SAMN088234	8	?	hypothetical protein	380
KL773_SAMN088234	9	?	hypothetical protein	299
KL773_SAMN088234	10	?	hypothetical protein	437
KL773_SAMN088234	11	?	hypothetical protein	359
KL773_SAMN088234	12	?	hypothetical protein	257
KL773_SAMN088234	13	?	hypothetical protein	330
KL773_SAMN088234	14	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL773_SAMN088234	15	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL773_SAMN088234	16	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL773_SAMN088234	17	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL773_SAMN088234	18	galF	UDP-glucose pyrophosphorylase	340
KL773_SAMN088234	19	?	hypothetical protein	106
KL774_SAMN108421	0	galF	UDP-glucose pyrophosphorylase	175
KL774_SAMN108421	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL774_SAMN108421	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL774_SAMN108421	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL774_SAMN108421	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL774_SAMN108421	5	?	hypothetical protein	330
KL774_SAMN108421	6	?	hypothetical protein	257
KL774_SAMN108421	7	?	hypothetical protein	359
KL774_SAMN108421	8	?	hypothetical protein	437
KL774_SAMN108421	9	?	hypothetical protein	299
KL774_SAMN108421	10	?	hypothetical protein	430
KL774_SAMN108421	11	gtr331	glycosyl transferase family 1	603
KL774_SAMN108421	12	gtr121	hypothetical protein	314
KL774_SAMN108421	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL774_SAMN108421	14	?	hypothetical protein	477
KL774_SAMN108421	15	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL774_SAMN108421	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL775_SAMN151487	0	galF	UDP-glucose pyrophosphorylase	166
KL775_SAMN151487	1	wzx_KL101	flippase	429
KL775_SAMN151487	2	?	hypothetical protein	303
KL775_SAMN151487	3	atr19	Serine acetyltransferase	226
KL775_SAMN151487	4	?	hypothetical protein	389
KL775_SAMN151487	5	?	hypothetical protein	380
KL775_SAMN151487	6	?	hypothetical protein	220
KL775_SAMN151487	7	?	hypothetical protein	265
KL775_SAMN151487	8	?	hypothetical protein	266
KL775_SAMN151487	9	gmd	GDP-D-mannose dehydratase	371
KL775_SAMN151487	10	fcl	GDP-fucose synthetase	321
KL775_SAMN151487	11	gmm	GDP-mannose mannosyl hydrolase	166
KL775_SAMN151487	12	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	482
KL775_SAMN151487	13	manB	phosphomannomutase	455
KL775_SAMN151487	14	gtr304	putative glycosyltransferase	270
KL775_SAMN151487	15	atr66	acyltransferase	347
KL775_SAMN151487	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL776_SAMEA10403	0	ugd1	UDP-glucose 6-dehydrogenase	97
KL776_SAMEA10403	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL776_SAMEA10403	2	manB	phosphomannomutase	456
KL776_SAMEA10403	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	477
KL776_SAMEA10403	4	gtr55	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	275
KL776_SAMEA10403	5	?	hypothetical protein	368
KL776_SAMEA10403	6	?	hypothetical protein	385
KL776_SAMEA10403	7	?	hypothetical protein	272
KL776_SAMEA10403	8	?	hypothetical protein	251
KL776_SAMEA10403	9	atr67	putative oligosaccharide transferase	192
KL776_SAMEA10403	10	?	hypothetical protein	368
KL776_SAMEA10403	11	wzx_KL68	flippase	446
KL776_SAMEA10403	12	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL776_SAMEA10403	13	rmlA	Glucose-1-phosphate thymidylyltransferase 2	297
KL776_SAMEA10403	14	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL776_SAMEA10403	15	galF	UDP-glucose pyrophosphorylase	297
KL776_SAMEA10403	16	?	hypothetical protein	119
KL777_SAMN299295	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL777_SAMN299295	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL777_SAMN299295	2	?	hypothetical protein	165
KL777_SAMN299295	3	?	hypothetical protein	397
KL777_SAMN299295	4	?	hypothetical protein	356
KL777_SAMN299295	5	?	hypothetical protein	341
KL777_SAMN299295	6	?	hypothetical protein	133
KL777_SAMN299295	7	?	hypothetical protein	188
KL777_SAMN299295	8	?	hypothetical protein	324
KL777_SAMN299295	9	?	hypothetical protein	235
KL777_SAMN299295	10	?	hypothetical protein	376
KL777_SAMN299295	11	wzx_KL57	flippase	481
KL777_SAMN299295	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	289
KL777_SAMN299295	13	rmlB	dTDP-glucose 4,6-dehydratase 2	357
KL777_SAMN299295	14	galF	UDP-glucose pyrophosphorylase	297
KL777_SAMN299295	15	?	hypothetical protein	107
KL778_SAMN051701	0	galF	UDP-glucose pyrophosphorylase	175
KL778_SAMN051701	1	cpsACP	acid phosphatase homologue	209
KL778_SAMN051701	2	wzi	surface assembly of capsule	477
KL778_SAMN051701	3	wza	putative capsule polysaccharide export protein	377
KL778_SAMN051701	4	wzb	protein tyrosine phosphatase	143
KL778_SAMN051701	5	wzc	tyrosine-protein kinase	723
KL778_SAMN051701	6	ptr16	polysaccharide pyruvyl transferase	316
KL778_SAMN051701	7	wzx_KL30	flippase	388
KL778_SAMN051701	8	gtr112	glycosyl transferase	384
KL778_SAMN051701	9	wzy_KL30	hypothetical protein	421
KL778_SAMN051701	10	gtr114	glycosyl transferase	362
KL778_SAMN051701	11	gtr115	glycosyl transferase	389
KL778_SAMN051701	12	gtr116	glycosyl transferase	253
KL778_SAMN051701	13	ghl26	bacteriophage variable tail fiber protein	565
KL778_SAMN051701	14	atr14	acyltransferase	354
KL778_SAMN051701	15	wcaJ16	UDP-glucose lipid carrier transferase	465
KL778_SAMN051701	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL779_SAMN205940	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL779_SAMN205940	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL779_SAMN205940	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL779_SAMN205940	3	?	hypothetical protein	478
KL779_SAMN205940	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	465
KL779_SAMN205940	5	gtr95	putative glycosyltransferase	483
KL779_SAMN205940	6	?	hypothetical protein	290
KL779_SAMN205940	7	?	hypothetical protein	437
KL779_SAMN205940	8	?	hypothetical protein	359
KL779_SAMN205940	9	?	hypothetical protein	257
KL779_SAMN205940	10	?	hypothetical protein	324
KL779_SAMN205940	11	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL779_SAMN205940	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL779_SAMN205940	13	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL779_SAMN205940	14	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL779_SAMN205940	15	galF	UDP-glucose pyrophosphorylase	297
KL779_SAMN205940	16	?	hypothetical protein	106
KL780_SAMN318966	0	galF	UDP-glucose pyrophosphorylase	175
KL780_SAMN318966	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL780_SAMN318966	2	rmlD	dTDP-4-dehydrorhamnose reductase	228
KL780_SAMN318966	3	rmlD_2	dTDP-4-dehydrorhamnose reductase	232
KL780_SAMN318966	4	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL780_SAMN318966	5	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL780_SAMN318966	6	?	hypothetical protein	324
KL780_SAMN318966	7	?	hypothetical protein	257
KL780_SAMN318966	8	?	hypothetical protein	359
KL780_SAMN318966	9	?	hypothetical protein	437
KL780_SAMN318966	10	?	hypothetical protein	274
KL780_SAMN318966	11	rmlB_2	dTDP-glucose 4,6-dehydratase 2	338
